,Name,Nationality,Club,Age,BP,Position,Total Stats,OVA,POT,Height,Weight,foot,Value,Wage
259,F. Miccoli,Italy,Palermo,33,CAM,ST CF,2025,81,81,167.64000000000001,73.03,Right,5000000,40000
260,D. De Rossi,Italy,Boca Juniors,35,CB,CDM,2083,82,82,182.88,83.01,Right,7000000,20000
261,D. Bulman,England,Crawley Town,41,CDM,CM CDM,1593,60,60,175.26,74.84,Right,0,1000
262,Maxwell,Brazil,Paris Saint-Germain,34,LWB,LB,2114,79,79,175.26,73.03,Left,2900000,80000
263,A. Ferdid,England,St. Mirren,33,CB,,1478,63,63,182.88,71.21,Right,150000,2000
264,C. Palmer,England,Burton Albion,29,LM,,1670,59,59,170.18,69.85,Left,80000,0
265,N. de Jong,Netherlands,1. FSV Mainz 05,32,CDM,CDM CM,1860,74,74,175.26,72.12,Right,3200000,20000
266,G. O'Neil,England,Bolton Wanderers,35,CM,,1851,67,67,172.72,60.78,Right,180000,3000
267,G. Greer,Scotland,Kilmarnock,36,CB,,1375,65,65,193.04,83.91,Right,70000,2000
268,P. Mertesacker,Germany,Arsenal,32,CB,CB,1537,80,80,198.12,89.81,Right,8500000,110000
269,J. Van Damme,Belgium,Royal Antwerp FC,34,CB,,1848,74,74,190.5,88.9,Left,1700000,10000
270,J. Bothroyd,England,Hokkaido Consadole Sapporo,38,ST,ST,1546,65,65,190.5,88.9,Left,190000,2000
271,J. McAnuff,Jamaica,Leyton Orient,38,CAM,,1633,60,60,177.8,73.03,Right,70000,2000
272,L. Camp,Northern Ireland,Birmingham City,34,GK,GK,1183,67,67,182.88,73.94,Right,325000,4000
273,L. Grant,England,Manchester United,37,GK,GK,1273,70,70,193.04,83.01,Right,180000,23000
274,Deco,Portugal,Fluminense,34,CAM,,1872,76,76,175.26,73.03,Right,2100000,20000
275,M. Bloomfield,England,Wycombe Wanderers,36,CM,CM,1754,64,64,172.72,73.03,Right,140000,3000
276,P. Jagielka,England,Sheffield United,37,CB,CB,1714,72,72,180.34,87.09,Right,625000,16000
277,S. Royce,England,Gillingham,47,GK,GK,852,48,48,187.96,86.18,Right,3000,700
278,S. Caldwell,Scotland,Toronto FC,33,CB,CB,1561,68,68,187.96,72.12,Right,425000,8000
279,S. Downing,England,Blackburn Rovers,34,RM,RM LM CDM,1873,70,70,180.34,63.96,Left,900000,13000
280,T. Huddlestone,England,Derby County,32,CDM,CDM,1834,71,71,187.96,79.83,Right,1600000,17000
281,T. Berni,Italy,Inter,37,GK,,951,64,64,185.42,79.83,Right,45000,8000
282,W. Rooney,England,Derby County,34,CM,CM CDM CAM,2075,77,77,175.26,83.01,Right,4300000,31000
283,W. Routledge,England,Swansea City,35,LM,LM RM ST,1735,69,69,170.18,63.96,Right,450000,10000
284,K. Commons,Scotland,Celtic,32,CAM,,1741,70,70,167.64000000000001,63.96,Left,1100000,30000
285,N. Castillo,Mexico,Rayo Vallecano,29,LW,,1814,68,68,170.18,60.78,Left,675000,8000
286,Neca,Portugal,Vitória de Setúbal,31,CAM,,1907,73,73,177.8,71.21,Right,1500000,9000
287,M. Ratajczak,Germany,Hannover 96,38,GK,,1036,63,63,187.96,84.82,Right,35000,3000
288,T. Kuszczak,Poland,Birmingham City,36,GK,,1140,69,69,190.5,83.91,Right,140000,7000
289,R. Green,England,Chelsea,38,GK,,1062,70,70,187.96,92.08,Right,120000,20000
290,S. Padoin,Italy,Ascoli,35,CAM,LB LM CM,1956,70,70,177.8,73.03,Right,500000,2000
291,K. Stamatopoulos,Canada,AIK,40,GK,GK,1026,57,57,187.96,79.83,Left,10000,600
292,A. Aquilani,Italy,UD Las Palmas,32,CM,,1977,75,75,185.42,78.93,Right,5000000,20000
293,S. Pepe,Italy,Pescara,32,CAM,RM LM,1962,74,74,175.26,78.93,Right,2500000,20000
294,L. Cufré,Argentina,Leones Negros de la UdeG,36,CB,,1612,69,69,175.26,76.2,Right,0,5000
295,R. Jarstein,Norway,Hertha BSC,35,GK,GK,1203,77,77,190.5,86.18,Right,2400000,21000
296,C. Burke,Scotland,Kilmarnock,36,RM,RM RW,1768,68,68,175.26,68.04,Right,300000,3000
297,C. Grindheim,Norway,FK Haugesund,36,CM,,1779,66,66,177.8,73.94,Right,200000,1000
298,M. Gurski,Germany,SpVgg Unterhaching,41,GK,,931,59,59,187.96,88.9,Right,15000,550
299,J. Gillet,Belgium,Standard de Liège,41,GK,GK,1184,67,67,180.34,88.0,Left,80000,2000
300,P. Brożek,Poland,Wisła Kraków,36,ST,,1595,66,66,180.34,78.93,Right,230000,2000
301,A. Boruc,Poland,Legia Warszawa,40,GK,GK,1160,73,73,193.04,88.0,Right,400000,5000
302,C. Bovo,Italy,Lecce,35,CB,,1609,68,68,180.34,78.93,Right,210000,2000
303,Adriano,Brazil,Club Athletico Paranaense,31,ST,ST,1629,73,73,187.96,88.0,Left,1500000,30000
304,Aduriz,Spain,Athletic Club de Bilbao,38,ST,ST,1952,81,81,182.88,78.02,Right,6500000,27000
305,Victor Valdés,Spain,Middlesbrough,34,GK,GK,1231,82,82,182.88,78.02,Right,13000000,40000
306,M. Langer,Austria,FC Schalke 04,35,GK,GK,1050,65,65,195.57999999999998,92.99,Right,150000,3000
307,Y. Pelé,France,Olympique de Marseille,37,GK,GK,1137,72,72,195.57999999999998,88.9,Right,325000,12000
308,H. Altıntop,Turkey,SV Darmstadt 98,34,CM,CDM CAM,1999,74,74,182.88,82.1,Right,1700000,20000
309,Lúcio,Brazil,Palmeiras,35,CB,,1807,76,76,187.96,86.18,Right,450000,60000
310,R. Ziegler,Switzerland,FC Dallas,34,CDM,CB LB,1888,69,69,182.88,79.83,Left,400000,4000
311,S. Lichtsteiner  B,Switzerland,FC Augsburg,35,CB,RB CB RWB,1931,72,72,182.88,76.2,Right,875000,12000
312,G. McAuley,Northern Ireland,Northern Ireland,39,CB,CB,1452,70,70,190.5,88.9,Right,0,0
313,Cani,Spain,Real Zaragoza,34,CAM,CAM LM RM,1858,73,73,180.34,74.84,Right,1500000,10000
314,Pinto,Spain,FC Barcelona,37,GK,,1320,72,72,185.42,82.1,Right,0,25000
315,Jonatan Soriano,Spain,Girona FC,34,CAM,ST,1858,71,71,180.34,72.12,Right,1200000,8000
316,M. Rodríguez,Argentina,Newell's Old Boys,39,CAM,LW LM ST,1933,74,74,172.72,73.94,Right,1500000,11000
317,A. Mannus,Northern Ireland,Shamrock Rovers,38,GK,,1137,66,66,187.96,93.89,Right,70000,600
318,Cifuentes,Spain,Cádiz CF,41,GK,GK,1190,73,73,187.96,79.83,Right,400000,10000
319,Moyá,Spain,Real Sociedad,36,GK,GK,1216,78,78,187.96,83.01,Right,1700000,15000
320,Xisco Campos,Spain,RCD Mallorca,37,CB,,1562,68,68,180.34,77.11,Right,180000,6000
321,Borja Fernández,Spain,Real Valladolid CF,37,CB,,1758,69,69,187.96,82.1,Right,70000,7000
322,Nihat,Turkey,Beşiktaş JK,30,CAM,CF ST RW CAM,1971,76,82,175.26,71.21,Right,0,0
323,Riesgo,Spain,CD Leganés,36,GK,,1228,71,71,185.42,78.02,Right,400000,4000
324,Mista,Spain,Toronto FC,31,ST,ST,1799,68,77,182.88,73.94,Left,0,0
325,Reyes,Spain,Extremadura UD,34,CAM,CAM RM LM ST,1807,71,71,175.26,73.03,Left,1200000,6000
326,O. Onyewu,United States,Philadelphia Union,35,CB,CB,1355,69,69,195.57999999999998,94.8,Right,250000,4000
327,S. Riether,Germany,FC Schalke 04,35,CB,,1815,69,69,175.26,72.12,Right,230000,9000
328,L. McCormick,England,Plymouth Argyle,36,GK,GK,1092,60,60,182.88,88.0,Right,35000,1000
329,L. FeeneyB,England,Tranmere Rovers,33,RM,,1768,65,65,182.88,76.2,Right,240000,3000
330,C. Kameni,Cameroon,Cameroon,35,GK,GK,1215,73,73,185.42,86.18,Right,0,0
331,F. Béria,France,LOSC Lille,33,CDM,,1944,73,73,177.8,78.93,Right,1200000,30000
332,J. Plašil,Czech Republic,FC Girondins de Bordeaux,36,CM,CM CDM,1792,71,71,182.88,71.21,Right,750000,20000
333,J. Toulalan,France,FC Girondins de Bordeaux,33,CDM,,1829,78,78,182.88,86.18,Right,4200000,40000
334,J. Mathieu,France,Sporting CP,35,CB,CB,2049,81,81,187.96,83.91,Left,5500000,13000
335,A. Emaná,Cameroon,Gimnàstic de Tarragona,34,CAM,ST CAM LM,2014,75,75,180.34,77.11,Right,2200000,10000
336,Juninho,Brazil,Vasco da Gama,38,CAM,CAM CM,1974,77,77,177.8,73.94,Right,625000,50000
337,J. Jones,United States,LA Galaxy,35,CDM,,2015,73,73,182.88,78.02,Right,950000,6000
338,David Villa,Spain,Vissel Kobe,37,CF,ST,1951,79,79,175.26,68.95,Right,3700000,10000
339,A. Montenegro,Argentina,Hércules CF,31,CAM,,1338,67,67,175.26,69.85,Right,0,0
340,Nino,Spain,Elche CF,40,ST,ST CF CAM,1796,70,70,170.18,68.04,Right,0,9000
341,A. Voronin,Ukraine,Dinamo Moscow,33,CAM,,1945,76,76,175.26,81.19,Right,2400000,60000
342,M. Wölfli,Switzerland,BSC Young Boys,36,GK,GK,1093,66,66,185.42,88.0,Right,110000,3000
343,Iraizoz,Spain,Girona FC,37,GK,,1120,75,75,190.5,88.9,Right,450000,15000
344,D. Benaglio,Switzerland,AS Monaco,35,GK,GK,1189,74,74,193.04,88.9,Right,1500000,15000
345,M. Eggimann,Switzerland,1. FC Union Berlin,33,CB,,1436,66,66,190.5,89.81,Right,300000,4000
346,Rubén Castro,Spain,FC Cartagena,39,CF,ST,1814,71,71,170.18,68.04,Right,700000,5000
347,M. Fotheringham,Scotland,Fulham,30,CM,,1614,59,59,177.8,76.2,Right,120000,2000
348,R. Fuller,Jamaica,Oldham Athletic,35,ST,,1727,68,68,190.5,78.02,Right,350000,7000
349,R. Fanni,France,Montreal Impact,38,CB,CB,1798,70,70,185.42,81.19,Right,350000,3000
350,D. Martin,England,West Ham United,34,GK,GK,1157,66,66,187.96,86.18,Right,275000,8000
351,C. Carrasso,France,Galatasaray SK,35,GK,GK,1161,79,79,187.96,92.99,Right,3000000,30000
352,I. Henderson,England,Salford City,35,CF,ST,1748,66,66,177.8,67.13,Right,300000,5000
353,A. Lonergan,England,Liverpool,35,GK,GK,1063,65,65,193.04,87.09,Left,150000,8000
354,K. Touré,Ivory Coast,Celtic,35,CB,CB,1816,75,75,177.8,76.2,Right,700000,30000
355,P. Gori,Italy,Benevento,40,GK,GK,1110,62,62,187.96,83.01,Right,30000,1000
356,A. Di Natale,Italy,Udinese,37,CAM,ST,1944,77,77,170.18,69.85,Right,850000,35000
357,J. Makoun,Cameroon,Antalyaspor,33,CDM,,1863,69,69,172.72,64.86,Right,450000,9000
358,M. Dawson,England,Nottingham Forest,36,CB,CB,1377,69,69,187.96,76.2,Right,210000,14000
359,Pepe,Portugal,Portugal,37,CB,CB,1856,81,81,187.96,81.19,Right,3600000,13000
360,A. Walke,Germany,FC Red Bull Salzburg,37,GK,GK,1194,71,71,187.96,88.0,Right,240000,8000
361,A. Meier,Germany,Western Sydney Wanderers,36,ST,,1686,70,70,195.57999999999998,96.16,Right,625000,5000
362,C. Schulz,Germany,SK Sturm Graz,34,CB,CB,1659,68,68,185.42,79.83,Left,275000,10000
363,A. Tymoshchuk,Ukraine,Zenit St. Petersburg,35,CB,,1965,75,75,180.34,69.85,Right,375000,45000
364,R. Adler,Germany,1. FSV Mainz 05,33,GK,GK,1114,78,78,190.5,84.82,Right,5000000,20000
365,M. Rensing,Germany,Fortuna Düsseldorf,35,GK,GK,1153,70,70,190.5,91.17,Right,475000,8000
366,P. Lahm,Germany,FC Bayern München,32,RWB,RB CDM CM,2146,88,88,170.18,66.22,Right,29500000,200000
367,B. Schweinsteiger,Germany,,34,CB,CB,1999,75,75,182.88,78.93,Right,0,0
368,R. König,Germany,FSV Zwickau,37,ST,ST,1475,63,63,190.5,92.99,Left,130000,550
369,N. Belhadj,Algeria,Portsmouth,27,CF,,1553,75,82,175.26,67.13,Left,0,0
370,S. Whittaker,Scotland,Hibernian,35,CM,RB CM,1808,63,63,185.42,87.09,Right,100000,1000
371,A. Koné,Ivory Coast,Sivasspor,36,ST,ST,1748,71,71,180.34,78.02,Right,850000,10000
372,M. Borriello,Italy,SPAL,35,ST,ST,1751,77,77,185.42,84.82,Left,4100000,15000
373,H. Campagnaro,Argentina,Pescara,39,CB,CB,1542,69,69,180.34,84.82,Right,140000,2000
374,S. Muntari,Ghana,Albacete BP,33,CB,CDM CM,1915,72,72,177.8,76.2,Left,1300000,7000
375,B. Yılmaz,Turkey,LOSC Lille,34,ST,ST,1921,78,78,187.96,77.11,Right,5500000,41000
376,M. Topal,Turkey,Medipol Başakşehir FK,34,CDM,CDM CB,1919,74,74,187.96,82.1,Right,2200000,28000
377,S. Sarıoğlu,Turkey,Göztepe SK,32,RWB,,1904,69,69,170.18,64.86,Right,575000,10000
378,H. Kaldırım,Turkey,Medipol Başakşehir FK,30,LB,LB,1908,75,75,182.88,74.84,Left,5500000,30000
379,U. Bulut,Turkey,Yeni Malatyaspor,37,ST,,1652,68,68,182.88,74.84,Right,325000,5000
380,P. McShane,Republic of Ireland,Rochdale,34,CB,CB,1515,65,65,182.88,81.19,Right,200000,2000
381,L. Andreasen,Denmark,Hannover 96,32,CB,,1995,74,74,187.96,81.19,Right,2000000,35000
382,J. Hansen,Denmark,FC Midtjylland,35,GK,GK,1358,75,75,187.96,78.02,Right,1800000,13000
383,E. Hallfreðsson,Iceland,Iceland,36,CDM,CM CDM,1927,70,70,185.42,86.18,Left,0,0
384,Marcos Assunção,Brazil,Santos,36,CAM,,1909,72,72,177.8,82.1,Right,275000,20000
385,A. Hutchinson,Canada,Beşiktaş JK,37,CDM,CDM CM,2005,76,76,187.96,83.01,Right,1700000,37000
386,J. Briand,France,FC Girondins de Bordeaux,34,ST,ST,1922,75,75,182.88,84.82,Right,3500000,31000
387,E. Eboué,Ivory Coast,Sunderland,32,RB,,2032,75,75,177.8,73.03,Right,2300000,35000
388,S. Brown,Scotland,Celtic,35,CDM,CDM,1915,75,75,175.26,79.83,Right,2100000,30000
389,M. Chamakh,Morocco,Cardiff City,32,ST,CAM ST,1919,71,71,185.42,69.85,Right,1300000,20000
390,S. Sidwell,England,Brighton & Hove Albion,34,CDM,,1922,71,71,177.8,79.83,Right,1200000,30000
391,L. Cana,Albania,FC Nantes,31,CB,,1817,76,76,185.42,77.11,Right,950000,20000
392,A. Lindegaard,Denmark,Helsingborgs IF,36,GK,GK,1248,67,67,193.04,84.82,Right,130000,700
393,Junior Cesar,Brazil,Botafogo,31,LWB,,1991,71,71,165.1,63.05,Left,575000,15000
394,Jefferson,Brazil,Brazil,33,GK,,1136,80,80,187.96,89.81,Left,0,0
395,Maicon,Brazil,Roma,33,RWB,RB,2136,77,77,182.88,77.11,Right,2900000,70000
396,Alex,Brazil,Coritiba,35,CAM,CAM CF,1909,80,80,175.26,73.03,Left,3600000,45000
397,Artur Moraes,Brazil,CD Aves,36,GK,,1172,70,70,193.04,94.8,Right,70000,3000
398,Felipe Melo,Brazil,Inter,33,CB,CDM CM,2082,78,78,182.88,79.83,Right,3800000,60000
399,Cris,Brazil,Vasco da Gama,36,CB,CB,1664,70,70,182.88,77.11,Right,0,20000
400,Dagoberto,Brazil,Cruzeiro,30,RW,,1999,77,77,175.26,74.84,Right,3600000,60000
401,Fernandinho,Brazil,Manchester City,35,CB,CB CDM,2192,84,84,177.8,67.13,Right,9500000,110000
402,Nilmar,Brazil,Villarreal CF,26,ST,ST CF,1888,83,86,180.34,73.94,Right,16500000,90000
403,Pablo Ibáñez,Spain,Birmingham City,30,CB,CB,1579,70,70,193.04,86.18,Right,700000,6000
404,P. García,Uruguay,PAOK,36,CB,,1900,73,73,185.42,73.03,Left,0,20000
405,Sergio García,Spain,RCD Espanyol,35,CF,,1909,77,77,175.26,72.12,Right,4100000,20000
406,C. Blanco,Mexico,Club América,42,CAM,CAM,1741,71,71,177.8,79.83,Right,0,20000
407,Alexis,Spain,Racing Santander,33,CB,CB,1637,69,69,182.88,74.84,Right,500000,5000
408,S. Francis,England,Bournemouth,34,CB,CB RB,1770,74,74,187.96,89.81,Right,2100000,45000
409,H. Şükür,Turkey,Galatasaray SK,35,ST,,1517,77,78,190.5,81.19,Right,0,0
410,W. Morgan,Jamaica,Leicester City,36,CB,CB,1396,73,73,185.42,101.15,Right,800000,35000
411,Alex,Brazil,Milan,33,CB,CB,1757,79,79,187.96,92.08,Right,4500000,80000
412,Elano,Brazil,Santos,34,CAM,,1971,74,74,175.26,73.03,Right,1700000,40000
413,Diego,Brazil,Fenerbahçe SK,30,CAM,CAM LM,1987,79,79,172.72,73.03,Right,9500000,100000
414,Robinho,Brazil,Sivasspor,34,CAM,LW CAM,1748,77,77,172.72,64.86,Right,4500000,20000
415,Luís Fabiano,Brazil,São Paulo,34,ST,ST,1816,77,77,185.42,84.82,Right,3700000,70000
416,Lee Dong Gook,Korea Republic,Jeonbuk Hyundai Motors,41,ST,ST,1656,69,69,185.42,79.83,Right,0,5000
417,Kim Young Kwang,Korea Republic,Seongnam FC,37,GK,,1197,68,68,182.88,86.18,Right,90000,1000
418,M. Amelia,Italy,Vicenza,34,GK,,1168,67,67,190.5,89.81,Right,475000,2000
419,P. Jones,England,Sheffield Wednesday,34,GK,,1043,61,61,190.5,83.01,Right,110000,3000
420,A. Barzagli,Italy,Juventus,37,CB,CB,1727,83,83,187.96,87.09,Right,1700000,90000
421,S. Kießling,Germany,Bayer 04 Leverkusen,33,ST,ST,1820,75,75,190.5,81.19,Right,4200000,50000
422,D. Baier,Germany,FC Augsburg,35,CDM,,1938,77,77,175.26,78.02,Right,2800000,17000
423,G. Pazzini,Italy,Hellas Verona,35,ST,ST,1672,69,69,180.34,77.11,Right,475000,10000
424,M. Gobbi,Italy,Parma,37,CB,LB,1867,71,71,182.88,76.2,Left,110000,15000
425,M. Cassani,Italy,Bari,33,CB,,1806,68,68,182.88,74.84,Right,150000,2000
426,O. Martins,Nigeria,Wuhan Zall,35,ST,ST,1928,75,75,170.18,69.85,Left,3100000,10000
427,G. Pandev,North Macedonia,Genoa,36,CAM,ST RW,1804,72,72,182.88,74.84,Left,1100000,11000
428,G. Samaras,Greece,Real Zaragoza,31,ST,ST LM,1715,69,69,193.04,86.18,Right,900000,8000
429,P. Odemwingie,Nigeria,Rotherham United,34,ST,,1803,69,69,182.88,73.94,Right,475000,9000
430,M. Vorm,Netherlands,Tottenham Hotspur,35,GK,GK,1293,74,74,182.88,83.91,Right,1500000,30000
431,J. Verhoeven,Netherlands,FC Utrecht,34,GK,,1213,65,65,198.12,102.97,Right,350000,3000
432,G. Johnson,England,Stoke City,32,CDM,RB,1977,73,73,182.88,78.02,Right,2200000,50000
433,R. Huth,Germany,Leicester City,32,CB,,1585,74,74,190.5,98.88,Right,3200000,50000
434,Vágner Love,Brazil,Beşiktaş JK,34,ST,,1874,76,76,170.18,72.12,Right,4100000,50000
435,Pedrinho,Brazil,Figueirense,31,CF,CAM,1442,72,80,167.64000000000001,62.14,Left,0,0
436,J. Lotiès,France,KAS Eupen,33,CB,,1472,66,66,190.5,83.01,Right,250000,4000
437,D. Verhulst,Belgium,Sporting Lokeren,30,GK,,1064,69,69,193.04,94.8,Right,675000,6000
438,Bruno Alves,Portugal,Parma,38,CB,CB,1927,72,72,187.96,83.01,Right,625000,14000
439,E. Cambiasso,Argentina,Olympiacos CFP,35,CDM,CM CDM,2028,77,77,177.8,78.02,Left,2400000,2000
440,J. Barton,England,Burnley,33,CDM,CM CDM,2046,75,75,180.34,69.85,Right,2500000,40000
441,P. Onstad,Canada,DC United,42,GK,,1294,67,70,193.04,97.98,Right,0,0
442,J. Milner,England,Liverpool,34,CDM,CM RB LB,2167,80,80,175.26,69.85,Right,7000000,94000
443,J. Walters,Republic of Ireland,Burnley,34,ST,,1876,71,71,182.88,78.93,Right,1200000,30000
444,Kaká,Brazil,,35,CAM,CAM CF,1832,80,80,185.42,83.01,Right,0,0
445,Diego Tardelli,Brazil,Shandong Luneng TaiShan FC,33,CAM,,1970,76,76,177.8,72.12,Right,4700000,20000
446,R. Hubník,Czech Republic,Viktoria Plzeň,35,CB,,1733,72,72,193.04,89.81,Right,950000,500
447,R. Brouwers,Netherlands,Roda JC Kerkrade,34,CB,CB,1492,72,72,193.04,82.1,Right,650000,10000
448,G. N'Daw,Senegal,Racing Club de Lens,32,CB,CDM CM,1673,66,66,190.5,86.18,Left,350000,3000
449,A. D'Alessandro,Argentina,River Plate,35,CAM,,1929,79,79,175.26,68.95,Left,3800000,20000
450,B. Jones,England,Rotherham United,33,RB,RB,1744,65,65,180.34,77.11,Right,240000,10000
451,J. Lescott,England,Sunderland,33,CB,CB,1631,70,70,187.96,88.9,Left,600000,20000
452,D. Fletcher,Scotland,Stoke City,34,CM,,1876,69,69,182.88,83.01,Right,500000,20000
453,G. Lux,Argentina,River Plate,38,GK,GK,1253,72,72,185.42,77.11,Right,325000,6000
454,M. López,Argentina,Crotone,36,ST,ST,1647,68,68,185.42,81.19,Right,325000,4000
455,D. Lewington,England,Milton Keynes Dons,36,LB,LB LWB,1648,65,65,182.88,86.18,Left,100000,2000
456,D. Moscardelli,Italy,Pisa,39,CF,CF ST,1750,69,69,185.42,79.83,Left,300000,1000
457,A. Alcáraz,Paraguay,Olimpia Asunción,37,CB,CB,1619,72,72,187.96,78.02,Right,625000,500
458,G. Chiellini,Italy,Juventus,35,CB,CB,1830,87,87,187.96,84.82,Left,15500000,94000
459,Hugo Almeida,Portugal,AEK Athens,33,ST,ST,1660,72,72,190.5,93.89,Left,2000000,1000
460,S. Abreu,Uruguay,Rosario Central,37,ST,,1610,68,68,193.04,84.82,Left,100000,7000
461,O. Sánchez,Mexico,Santos Laguna,40,GK,GK,1328,71,71,182.88,83.91,Right,275000,10000
462,J. Beltrán,Mexico,Querétaro,33,CB,,1616,68,75,187.96,91.17,Right,0,0
463,C. Rodríguez,Argentina,Club Atlético Colón,36,RWB,LB,1864,68,68,167.64000000000001,64.86,Right,100000,4000
464,W. Caballero,Argentina,Chelsea,38,GK,GK,1235,75,75,185.42,83.01,Right,675000,32000
465,L. Ponzio,Argentina,River Plate,38,CDM,CDM CB,1939,73,73,175.26,71.21,Right,875000,9000
466,Nani,Portugal,Orlando City SC,33,LW,LW RW,1971,80,80,177.8,69.85,Right,9000000,13000
467,C. Salcido,Mexico,Tiburones Rojos de Veracruz,39,CB,,1790,68,68,175.26,79.83,Right,120000,3000
468,D. Lopar,Switzerland,Western Sydney Wanderers,35,GK,,1129,67,67,187.96,84.82,Right,210000,2000
469,B. Cesar,Slovenia,Chievo Verona,37,CB,CB,1367,70,70,190.5,88.9,Left,350000,500
470,D. Nugent,England,Preston North End,35,ST,ST,1682,66,66,180.34,76.2,Right,300000,7000
471,C. Fuchs,Austria,Leicester City,34,CDM,LB,2024,73,73,187.96,88.9,Left,1400000,49000
472,J. Stead,England,Harrogate Town,37,ST,ST,1480,58,58,190.5,76.2,Right,45000,2000
473,K. Foley,Republic of Ireland,Coventry City,31,CDM,,1724,63,63,182.88,78.02,Right,275000,3000
474,J. Shackell,England,Lincoln City,35,CB,CB,1511,66,66,193.04,83.01,Left,200000,3000
475,A. Hutton,Scotland,Aston Villa,33,CB,RB LB,1837,69,69,185.42,73.03,Right,400000,9000
476,C. Conway,Scotland,St. Johnstone FC,35,RM,RM LM,1744,64,64,170.18,67.13,Right,200000,2000
477,F. Marchetti,Italy,Genoa,37,GK,GK,1226,71,71,187.96,83.01,Left,240000,5000
478,V. Kompany,Belgium,RSC Anderlecht,33,CB,CB,1849,82,82,190.5,84.82,Right,10500000,29000
479,C. Wilhelmsson,Sweden,Mjällby AIF,34,RW,,1666,67,67,177.8,79.83,Right,300000,6000
480,S. Silva,Uruguay,Argentinos Juniors,39,ST,ST,1790,72,72,182.88,83.01,Right,900000,8000
481,Michel Bastos,Brazil,São Paulo,31,LM,,2136,78,78,177.8,73.94,Left,7000000,80000
482,J. Morel,Madagascar,FC Lorient,36,CB,CB LB,1845,75,75,172.72,71.21,Left,1300000,18000
483,G. Loovens,Netherlands,Sunderland,35,CB,CB,1316,66,66,190.5,73.94,Left,200000,3000
484,W. Sneijder,Netherlands,OGC Nice,33,CAM,CAM,1964,83,83,170.18,72.12,Right,15500000,50000
485,D. Srna,Croatia,Cagliari,36,CM,RB,2173,78,78,177.8,78.02,Right,1200000,20000
486,J. Rodríguez,Mexico,Monarcas Morelia,37,CM,CDM CM,1852,67,67,165.1,68.04,Right,50000,5000
487,J. Cáceres,Paraguay,Olimpia Asunción,40,CB,CB,1624,71,71,180.34,79.83,Right,0,500
488,Rafael,Brazil,Spezia,38,GK,GK,1096,73,73,187.96,79.83,Right,400000,500
489,J. Cacho,Mexico,Puebla FC,32,ST,ST CF,1572,62,62,177.8,78.93,Right,275000,5000
490,H. Sogahata,Japan,Kashima Antlers,40,GK,GK,990,65,65,187.96,79.83,Right,50000,1000
491,Y. Endo,Japan,Gamba Osaka,40,CM,CM CDM CAM,1848,68,68,177.8,74.84,Right,0,4000
492,D. Matsui,Japan,Yokohama FC,39,CAM,CAM LM CM,1570,61,61,175.26,66.22,Right,70000,650
493,P. Da Silva,Paraguay,Club Libertad,40,CB,CB,1439,67,67,180.34,76.2,Right,0,500
494,G. Ochoa,Mexico,Mexico,34,GK,GK,1242,79,79,185.42,78.02,Right,5500000,34000
495,F. Fonseca,Mexico,Atlante,33,ST,ST RW CAM RM,1684,65,65,182.88,74.84,Right,240000,4000
496,D. Verón,Paraguay,Paraguay,36,CB,,1771,73,73,180.34,83.91,Right,0,15000
497,A. Palacios,Mexico,U.N.A.M.,35,GK,,1135,74,74,182.88,68.04,Right,2000000,10000
498,A. Mirante,Italy,Roma,36,GK,GK,1216,78,78,193.04,78.93,Right,1700000,500
499,Jô,Brazil,Nagoya Grampus,32,ST,ST,1779,74,74,193.04,91.17,Left,4500000,9000
500,A. Gashi,Kosovo,Odds BK,35,CDM,,1740,61,61,172.72,73.94,Right,80000,1000
501,A. Baptiste,England,Bolton Wanderers,34,CB,CB RB,1483,63,63,180.34,73.94,Right,140000,3000
502,R. Wallace,Scotland,St. Mirren,34,CAM,CM RM,1850,67,67,167.64000000000001,63.96,Left,375000,3000
503,D. Marshall,Scotland,Derby County,35,GK,GK,1163,72,72,190.5,82.1,Right,850000,10000
504,N. Vidić,Serbia,Inter,33,CB,CB,1609,81,81,190.5,88.0,Right,7500000,80000
505,N. Kovačević,Serbia,Nîmes Olympique,33,CB,,1738,63,63,175.26,78.93,Right,130000,3000
506,R. Klavan,Estonia,Cagliari,34,CB,CB,1689,74,74,187.96,78.02,Left,2100000,25000
507,S. Ivanov,Moldova,Lokomotiv Moscow,30,CAM,CM CAM CDM,1832,67,67,182.88,76.2,Right,400000,4000
508,T. Ben Haim,Israel,Charlton Athletic,32,CB,,1565,69,69,182.88,82.1,Left,575000,10000
509,Z. Dedič,Slovenia,WSG Tirol,35,ST,ST,1779,68,68,182.88,77.11,Right,400000,4000
510,E. Spahić,Bosnia Herzegovina,Hamburger SV,35,CB,CB,1629,76,76,185.42,81.19,Left,900000,30000
511,K. Vadócz,Hungary,Peñarol,35,CDM,CDM CM,1840,71,71,187.96,88.0,Right,750000,500
512,E. Abidal,France,Olympiacos CFP,34,CB,,1696,75,75,185.42,73.94,Left,1000000,45000
513,F. Adu,United States,Bahia,24,LW,LW RM CF,1662,68,70,170.18,66.22,Left,850000,8000
514,B. Hüttenbrenner,Austria,Wolfsberger AC,31,CB,,1577,64,64,187.96,82.1,Right,300000,4000
515,S. Bossut,Belgium,SV Zulte-Waregem,34,GK,GK,1189,72,72,187.96,79.83,Right,1400000,8000
